sentence	pictos_ref_ids	sense_keys
ramassons tous les morceaux et elle n'en saura rien	[[7227], [5596], [7031], [3369], [11399], [7028], [], [11709], [9034], [6526]]	[['reap%2:35:00::', 'glean%2:35:00::', 'harvest%2:35:00::'], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], [], ['dash%2:30:00::', 'smash%2:30:00::', 'break_off%2:35:01::', 'fragment%2:30:00::', 'fragmentise%2:30:00::', 'chip_off%2:35:00::', 'break_up%2:30:00::', 'break_away%2:35:00::', 'chip%2:35:01::', 'come_off%2:35:01::', 'fragmentize%2:30:00::'], [], [], [], [], ['cognise%2:31:00::', 'cognize%2:31:00::', 'know%2:31:01::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::']]
que se passe t il ici demande maman	[[10276], [], [7271], [], [], [], [9847], [2458]]	[[], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], [], [], ['inquire%2:32:01::', 'enquire%2:32:00::', 'query%2:32:00::', 'ask%2:32:04::', 'question%2:32:00::'], ['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::']]
c'est certain maman doit se douter de quelque chose	[[], [5465], [8715], [2458], [], [], [11696], [7074], [], [11318]]	[[], ['be%2:42:05::'], ['true%3:00:04::', 'truth%1:10:00::', 'truthful%3:00:00::', 'true_statement%1:10:00::', 'true%3:00:00::', 'truth%1:09:00::'], ['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::'], [], [], ['doubtfulness%1:09:00::', 'uncertainty%1:09:00::', 'dubiety%1:09:00::', 'dubiousness%1:09:00::', 'waver%2:42:00::', 'doubt%2:31:01::', 'incertitude%1:09:00::', 'hesitate%2:42:00::', 'waffle%2:42:00::', 'doubt%1:09:00::'], [], [], ['physical_object%1:03:00::', 'object%1:03:00::', 'thing%1:10:00::', 'thing%1:06:00::']]
elle était dans la cuisine et a entendu un bruit dans le salon	[[2458], [5465], [7034], [7029], [5965], [11399], [7271], [2381], [2627], [7187], [7034], [8476], [6211]]	[['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::'], ['be%2:42:05::'], [], [], ['kitchen%1:06:00::'], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['hear%2:39:00::', 'take_heed%2:39:00::', 'hear%2:39:05::', 'listen%2:39:01::'], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['note%1:10:02::', 'note%1:10:00::', 'annotation%1:10:00::', 'notation%1:10:01::'], [], [], ['parlor%1:06:01::', 'living_room%1:06:00::', 'living-room%1:06:00::', 'parlour%1:06:01::', 'sitting_room%1:06:00::', 'front_room%1:06:00::']]
abel et bellina ne disent rien	[[2485], [11399], [2484], [], [5973], [5800]]	[['boy%1:18:00::', 'male_child%1:18:00::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['none%5:00:00:no:00', 'neither%5:00:00:incomplete:00']]
qu'avez vous fait 	[[10276], [7271], [2608], [6190]]	[[], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], ['fix%2:30:03::', 'prepare%2:30:00::', 'ready%2:30:00::', 'set_up%2:30:02::', 'gear_up%2:30:00::', 'set%2:30:09::']]
qui a cassé mon joli pot demande t elle d'une voix calme mais menaçante	[[9853], [7271], [3369], [12264], [4660], [3271], [9847], [], [7028], [7074], [8474], [7187], [31310], [11377], [28671]]	[['unknown%3:00:00::'], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['dash%2:30:00::', 'smash%2:30:00::', 'break_off%2:35:01::', 'fragment%2:30:00::', 'fragmentise%2:30:00::', 'chip_off%2:35:00::', 'break_up%2:30:00::', 'break_away%2:35:00::', 'chip%2:35:01::', 'come_off%2:35:01::', 'fragmentize%2:30:00::'], [], ['well-favored%5:00:00:beautiful:00', 'good-looking%5:00:00:beautiful:00', 'fine-looking%5:00:00:beautiful:00', 'beautiful%3:00:00::', 'better-looking%5:00:00:beautiful:00', 'well-favoured%5:00:00:beautiful:00', 'handsome%5:00:00:beautiful:00'], ['vase%1:06:00::'], ['inquire%2:32:01::', 'enquire%2:32:00::', 'query%2:32:00::', 'ask%2:32:04::', 'question%2:32:00::'], [], [], [], [], ['note%1:10:02::', 'note%1:10:00::', 'annotation%1:10:00::', 'notation%1:10:01::'], ['calm%5:00:00:composed:00', 'unagitated%5:00:00:composed:00', 'serene%5:00:00:composed:00', 'tranquil%5:00:00:composed:00'], [], ['organically%4:02:02::', 'annoyed%5:00:00:displeased:00', 'pissed_off%5:00:00:displeased:00', 'peeved%5:00:00:displeased:00', 'miffed%5:00:00:displeased:00', 'angered%5:00:00:angry:00', 'riled%5:00:00:displeased:00', 'steamed%5:00:00:displeased:00', 'enraged%5:00:00:angry:00', 'irritated%5:00:00:displeased:00', 'roiled%5:00:00:displeased:00', 'nettled%5:00:00:displeased:00', 'furious%5:00:00:angry:00', 'maddened%5:00:00:angry:00', 'stung%5:00:00:displeased:00', 'angry%3:00:00::', 'pissed%5:00:00:displeased:00', 'infuriated%5:00:00:angry:00']]
c'est lui commence bellina il a lancé une pantoufle dessus	[[], [5465], [6480], [5431], [2484], [6480], [7271], [5447], [8474], [8310], [5451]]	[[], ['be%2:42:05::'], [], ['begin%2:42:00::', 'start%2:42:00::', 'begin%2:30:00::', 'start%1:15:00::', 'starting_line%1:15:00::', 'start%1:11:00::', 'set_out%2:30:00::', 'scratch%1:15:00::', 'start%2:30:00::', 'scratch_line%1:15:00::', 'commence%2:30:00::', 'start_out%2:30:00::', 'get_down%2:30:00::', 'get%2:30:12::', 'set_about%2:30:00::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['throw%2:35:07::', 'drop%2:35:01::', 'throw_off%2:35:00::', 'thrust%2:35:08::', 'throw_away%2:35:00::', 'shake_off%2:35:00::', 'cast_off%2:35:00::', 'shed%2:35:01::', 'throw%2:35:02::', 'cast%2:35:01::'], [], ['patty%1:13:02::'], ['in_a_higher_place%4:02:00::', 'higher_up%4:02:00::', 'above%4:02:01::', 'to_a_higher_place%4:02:00::']]
même pas vrai répond abel c'est elle qui m'a demandé de la toucher	[[], [6526], [8715], [9031], [2485], [], [5465], [7028], [], [6632], [7271], [9847], [7074], [7029], [3293]]	[[], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['true%3:00:04::', 'truth%1:10:00::', 'truthful%3:00:00::', 'true_statement%1:10:00::', 'true%3:00:00::', 'truth%1:09:00::'], ['reply%2:32:00::', 'answer%2:31:00::', 'respond%2:32:00::', 'answer%2:32:00::'], ['boy%1:18:00::', 'male_child%1:18:00::'], [], ['be%2:42:05::'], [], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['inquire%2:32:01::', 'enquire%2:32:00::', 'query%2:32:00::', 'ask%2:32:04::', 'question%2:32:00::'], [], [], ['adjoin%2:35:03::', 'contact%2:35:03::', 'touch%2:39:00::', 'meet%2:35:00::', 'touch%2:35:04::', 'touch%2:35:00::', 'touch%2:35:01::']]
oui mais pas avec une pantoufle rétorque bellina	[[5583], [11377], [6526], [7064], [8474], [8310], [9031], [2484]]	[['affirm%2:32:01::', 'swan%2:32:00::', 'aver%2:32:00::', 'yes%1:10:00::', 'affirmatively%4:02:00::', 'avow%2:32:00::', 'swear%2:32:03::', 'assert%2:32:00::', 'affirm%2:32:00::', 'verify%2:32:03::'], [], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], [], [], ['patty%1:13:02::'], ['reply%2:32:00::', 'answer%2:31:00::', 'respond%2:32:00::', 'answer%2:32:00::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::']]
elle m'a obligé à le faire elle courait trop vite	[[7028], [], [7271], [15523], [7041], [8476], [6190], [7028], [2719], [25708], [5306]]	[[], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::'], [], [], ['fix%2:30:03::', 'prepare%2:30:00::', 'ready%2:30:00::', 'set_up%2:30:02::', 'gear_up%2:30:00::', 'set%2:30:09::'], [], ['run%2:38:05::', 'run%2:38:00::'], ['real%4:02:01::', 'rattling%4:02:00::', 'very%4:02:00::', 'really%4:02:00::'], ['apace%4:02:00::', 'chop-chop%4:02:00::', 'fleet%5:00:00:fast:01', 'quick%4:02:00::', 'fast%3:00:01::', 'rapidly%4:02:00::', 'swift%5:00:00:fast:01', 'agile%5:00:00:active:01', 'speedily%4:02:00::', 'quick%5:00:00:active:01', 'quickly%4:02:02::', 'promptly%4:02:02::', 'spry%5:00:00:active:01', 'nimble%5:00:00:active:01', 'quick%5:00:00:fast:01', 'quickly%4:02:00::', 'speedy%5:00:03:fast:01', 'in_short_order%4:02:00::']]
ça suffit dit maman	[[], [8289], [5973], [2458]]	[[], ['catch%1:06:02::', 'stay%1:26:00::', 'halt%1:26:00::', 'stop%1:06:00::', 'stoppage%1:26:00::', 'hitch%1:26:00::', 'arrest%1:26:00::', 'stop%1:26:00::', 'check%1:26:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::']]
qui de vous deux a cassé le pot 	[[9853], [7074], [2608], [2628], [7271], [3369], [8476], [3271]]	[['unknown%3:00:00::'], [], [], ['number%1:23:00::', 'two%1:23:00::', 'number%1:10:01::', 'deuce%1:23:00::', '2%1:23:00::', 'ii%1:23:00::', 'numeral%1:10:00::'], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['dash%2:30:00::', 'smash%2:30:00::', 'break_off%2:35:01::', 'fragment%2:30:00::', 'fragmentise%2:30:00::', 'chip_off%2:35:00::', 'break_up%2:30:00::', 'break_away%2:35:00::', 'chip%2:35:01::', 'come_off%2:35:01::', 'fragmentize%2:30:00::'], [], ['vase%1:06:00::']]
abel s'approche finalement	[[2485], [], [11708], []]	[['boy%1:18:00::', 'male_child%1:18:00::'], [], ['get%2:38:00::', 'come%2:38:00::', 'arrive%2:38:00::', 'come_up%2:38:02::', 'come%2:38:04::'], []]
c'est moi maman avoue t il tout penaud	[[], [5465], [2617], [2458], [5973], [], [6480], [5596], []]	[[], ['be%2:42:05::'], [], ['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], [], [], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], []]
j'ai voulu lancer la pantoufle pour toucher bellina et j'ai cassé le pot	[[2617], [7271], [2418], [5447], [7029], [8310], [7194], [3293], [2484], [11399], [2617], [7271], [3369], [8476], [3271]]	[[], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['like%2:37:05::'], ['throw%2:35:07::', 'drop%2:35:01::', 'throw_off%2:35:00::', 'thrust%2:35:08::', 'throw_away%2:35:00::', 'shake_off%2:35:00::', 'cast_off%2:35:00::', 'shed%2:35:01::', 'throw%2:35:02::', 'cast%2:35:01::'], [], ['patty%1:13:02::'], [], ['adjoin%2:35:03::', 'contact%2:35:03::', 'touch%2:39:00::', 'meet%2:35:00::', 'touch%2:35:04::', 'touch%2:35:00::', 'touch%2:35:01::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['dash%2:30:00::', 'smash%2:30:00::', 'break_off%2:35:01::', 'fragment%2:30:00::', 'fragmentise%2:30:00::', 'chip_off%2:35:00::', 'break_up%2:30:00::', 'break_away%2:35:00::', 'chip%2:35:01::', 'come_off%2:35:01::', 'fragmentize%2:30:00::'], [], ['vase%1:06:00::']]
je ne l'ai pas fait exprès	[[2617], [], [], [7271], [6526], [6190], [2418]]	[[], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['fix%2:30:03::', 'prepare%2:30:00::', 'ready%2:30:00::', 'set_up%2:30:02::', 'gear_up%2:30:00::', 'set%2:30:09::'], ['like%2:37:05::']]
je suis vraiment désolé	[[2617], [5465], [], [11625]]	[[], ['be%2:42:05::'], [], ['sorry%3:00:02::', 'forgive%2:32:00::', 'regretful%3:00:00::', 'bad%3:00:09::']]
bellina s'approche elle aussi	[[2484], [], [11708], [7028], [3423]]	[['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['get%2:38:00::', 'come%2:38:00::', 'arrive%2:38:00::', 'come_up%2:38:02::', 'come%2:38:04::'], [], ['equal_sign%1:10:00::', 'equal%3:00:00::']]
c'est aussi ma faute maman nous jouions tous les deux et je l'ai provoqué	[[], [5465], [11591], [], [], [2458], [7183], [2439], [5596], [7031], [2628], [11399], [2617], [8476], [7271], [5903]]	[[], ['be%2:42:05::'], ['likewise%4:02:01::', 'also%4:02:00::', 'as_well%4:02:01::', 'too%4:02:01::', 'besides%4:02:03::'], [], [], ['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::'], [], ['recreate%2:41:00::', 'play%2:41:03::', 'play%2:41:00::'], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], [], ['number%1:23:00::', 'two%1:23:00::', 'number%1:10:01::', 'deuce%1:23:00::', '2%1:23:00::', 'ii%1:23:00::', 'numeral%1:10:00::'], [], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['cheer%2:32:03::', 'encourage%2:37:00::', 'jolly_up%2:32:00::', 'jolly_along%2:32:00::', 'cheer_up%2:32:01::']]
je suis triste et en colère car c'est un pot que j'aime beaucoup et il ne serait pas cassé si vous aviez joué calmement	[[2617], [5465], [2606], [11399], [11709], [35567], [11348], [], [5465], [2627], [3271], [10276], [2617], [6600], [5521], [11399], [3271], [], [5465], [6526], [4736], [], [2608], [7271], [2439], [4676]]	[[], ['be%2:42:05::'], ['low-spirited%5:00:00:dejected:00', 'grim%5:00:00:dejected:00', 'gloomy%5:00:00:dejected:00', 'blue%5:00:00:dejected:00', 'dispirited%5:00:00:dejected:00', 'downhearted%5:00:00:dejected:00', 'dysphoric%3:00:00::', 'low%5:00:00:dejected:00', 'sad%3:00:00::', 'down%5:00:00:dejected:00', 'downcast%5:00:00:dejected:00', 'down_in_the_mouth%5:00:00:dejected:00', 'distressed%3:00:04::', 'depressed%5:00:00:dejected:00', 'unhappy%3:00:00::', 'unhappy%3:00:04::'], [], [], ['angriness%1:26:00::', 'ire%1:12:00::', 'anger%1:26:00::', 'choler%1:12:01::', 'anger%1:12:00::'], [], [], ['be%2:42:05::'], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['vase%1:06:00::'], [], [], ['love%2:37:01::'], ['very_much%4:02:01::', 'lots%4:02:00::', 'a_good_deal%4:02:00::', 'much%4:02:00::', 'a_lot%4:02:00::', 'a_great_deal%4:02:00::', 'much%4:02:04::'], [], ['vase%1:06:00::'], [], ['be%2:42:05::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['broken%3:00:01::'], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['recreate%2:41:00::', 'play%2:41:03::', 'play%2:41:00::'], ['easy%4:02:02::', 'slow%4:02:00::', 'tardily%4:02:00::', 'slow%3:00:01::', 'slowly%4:02:02::']]
mais vous avez finalement dit la vérité et reconnu votre erreur	[[11377], [2608], [7271], [], [5973], [7029], [8715], [11399], [5973], [12281], [15483]]	[[], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], [], ['true%3:00:04::', 'truth%1:10:00::', 'truthful%3:00:00::', 'true_statement%1:10:00::', 'true%3:00:00::', 'truth%1:09:00::'], [], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], [], ['betise%1:04:00::', 'bunk%1:10:01::', 'hokum%1:10:00::', 'nonsensicality%1:10:00::', 'nonsense%1:10:00::', 'madness%1:09:00::', 'stupidity%1:04:00::', 'craziness%1:09:00::', 'folly%1:04:01::', 'folly%1:09:00::', 'foolishness%1:09:00::', 'meaninglessness%1:10:00::', 'imbecility%1:04:00::', 'foolishness%1:04:01::']]
je suis fière de vous pour cela	[[2617], [5465], [3245], [7074], [2608], [7194], [6906]]	[[], ['be%2:42:05::'], ['content%3:00:00::', 'happy%3:00:00::', 'contented%3:00:00::'], [], [], [], []]
si personne ne peut réparer le pot continue t elle vous pouvez toujours réparer votre erreur	[[], [11314], [], [11750], [6910], [8476], [3271], [17050], [], [2458], [2608], [11750], [17322], [6910], [12281], [15483]]	"[[], [], [], [], ['fix%2:30:01::', 'bushel%2:30:00::', 'repair%2:30:00::', 'touch_on%2:30:00::', 'furbish_up%2:30:00::', 'mend%2:30:00::', 'doctor%2:30:01::', 'restore%2:30:01::'], [], ['vase%1:06:00::'], ['go_on%2:42:00::', 'keep%2:42:07::', 'go_along%2:42:00::', 'proceed%2:42:00::', 'continue%2:42:01::', 'last%2:42:00::', 'endure%2:42:06::'], [], ['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::'], [], [], ['incessantly%4:02:00::', 'always%4:02:00::', 'forever%4:02:03::', 'constantly%4:02:01::', 'always%4:02:03::', ""e'er%4:02:00::"", 'always%4:02:02::', 'ever%4:02:00::', 'always%4:02:01::', 'perpetually%4:02:00::'], ['fix%2:30:01::', 'bushel%2:30:00::', 'repair%2:30:00::', 'touch_on%2:30:00::', 'furbish_up%2:30:00::', 'mend%2:30:00::', 'doctor%2:30:01::', 'restore%2:30:01::'], [], ['betise%1:04:00::', 'bunk%1:10:01::', 'hokum%1:10:00::', 'nonsensicality%1:10:00::', 'nonsense%1:10:00::', 'madness%1:09:00::', 'stupidity%1:04:00::', 'craziness%1:09:00::', 'folly%1:04:01::', 'folly%1:09:00::', 'foolishness%1:09:00::', 'meaninglessness%1:10:00::', 'imbecility%1:04:00::', 'foolishness%1:04:01::']]"
c'est promis maman disent abel et bellina en chœur nous ferons plus attention quand nous jouerons	[[], [5465], [5584], [2458], [5973], [2485], [11399], [2484], [11709], [2717], [7183], [6190], [3220], [24863], [22621], [7183], [2439]]	[[], ['be%2:42:05::'], ['yes%1:10:00::'], ['mamma%1:18:00::', 'mother%1:18:00::', 'mommy%1:18:00::', 'mom%1:18:00::', 'mum%1:18:00::', 'female_parent%1:18:00::', 'mummy%1:18:00::', 'ma%1:18:00::', 'mama%1:18:00::', 'mammy%1:18:00::', 'momma%1:18:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['boy%1:18:00::', 'male_child%1:18:00::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['choir%1:14:00::', 'chorus%1:14:00::'], [], ['fix%2:30:03::', 'prepare%2:30:00::', 'ready%2:30:00::', 'set_up%2:30:02::', 'gear_up%2:30:00::', 'set%2:30:09::'], ['sign%1:10:04::', 'plus_sign%1:10:00::'], ['attend%2:39:00::', 'pay_heed%2:39:00::', 'give_ear%2:39:00::', 'listen%2:39:01::', 'hang%2:39:00::', 'advert%2:39:00::', 'take_heed%2:39:00::', 'hear%2:39:05::'], [], [], ['recreate%2:41:00::', 'play%2:41:03::', 'play%2:41:00::']]
nous allons réparer notre bêtise	[[7183], [2432], [6910], [12268], [15483]]	[[], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], ['fix%2:30:01::', 'bushel%2:30:00::', 'repair%2:30:00::', 'touch_on%2:30:00::', 'furbish_up%2:30:00::', 'mend%2:30:00::', 'doctor%2:30:01::', 'restore%2:30:01::'], [], ['betise%1:04:00::', 'bunk%1:10:01::', 'hokum%1:10:00::', 'nonsensicality%1:10:00::', 'nonsense%1:10:00::', 'madness%1:09:00::', 'stupidity%1:04:00::', 'craziness%1:09:00::', 'folly%1:04:01::', 'folly%1:09:00::', 'foolishness%1:09:00::', 'meaninglessness%1:10:00::', 'imbecility%1:04:00::', 'foolishness%1:04:01::']]
